end_device_ids.device_id,end_device_ids.application_ids.application_id,end_device_ids.dev_eui,end_device_ids.join_eui,end_device_ids.dev_addr,correlation_ids_0,received_at,uplink_message.session_key_id,uplink_message.f_port,uplink_message.f_cnt,uplink_message.frm_payload,uplink_message.decoded_payload.bytes_0,uplink_message.decoded_payload.bytes_1,uplink_message.decoded_payload.bytes_2,uplink_message.decoded_payload.bytes_3,uplink_message.decoded_payload.bytes_4,uplink_message.decoded_payload.bytes_5,uplink_message.decoded_payload.bytes_6,uplink_message.decoded_payload.bytes_7,uplink_message.decoded_payload.bytes_8,uplink_message.decoded_payload.bytes_9,uplink_message.decoded_payload.bytes_10,uplink_message.rx_metadata_0.gateway_ids.gateway_id,uplink_message.rx_metadata_0.gateway_ids.eui,uplink_message.rx_metadata_0.time,uplink_message.rx_metadata_0.timestamp,uplink_message.rx_metadata_0.rssi,uplink_message.rx_metadata_0.channel_rssi,uplink_message.rx_metadata_0.snr,uplink_message.rx_metadata_0.location.latitude,uplink_message.rx_metadata_0.location.longitude,uplink_message.rx_metadata_0.location.altitude,uplink_message.rx_metadata_0.location.source,uplink_message.rx_metadata_0.uplink_token,uplink_message.rx_metadata_0.channel_index,uplink_message.rx_metadata_0.received_at,uplink_message.rx_metadata_1.gateway_ids.gateway_id,uplink_message.rx_metadata_1.gateway_ids.eui,uplink_message.rx_metadata_1.time,uplink_message.rx_metadata_1.timestamp,uplink_message.rx_metadata_1.rssi,uplink_message.rx_metadata_1.channel_rssi,uplink_message.rx_metadata_1.snr,uplink_message.rx_metadata_1.location.latitude,uplink_message.rx_metadata_1.location.longitude,uplink_message.rx_metadata_1.location.altitude,uplink_message.rx_metadata_1.location.source,uplink_message.rx_metadata_1.uplink_token,uplink_message.rx_metadata_1.channel_index,uplink_message.rx_metadata_1.received_at,uplink_message.rx_metadata_2.gateway_ids.gateway_id,uplink_message.rx_metadata_2.gateway_ids.eui,uplink_message.rx_metadata_2.time,uplink_message.rx_metadata_2.timestamp,uplink_message.rx_metadata_2.rssi,uplink_message.rx_metadata_2.channel_rssi,uplink_message.rx_metadata_2.snr,uplink_message.rx_metadata_2.location.latitude,uplink_message.rx_metadata_2.location.longitude,uplink_message.rx_metadata_2.location.altitude,uplink_message.rx_metadata_2.location.source,uplink_message.rx_metadata_2.uplink_token,uplink_message.rx_metadata_2.channel_index,uplink_message.rx_metadata_2.received_at,uplink_message.rx_metadata_3.gateway_ids.gateway_id,uplink_message.rx_metadata_3.gateway_ids.eui,uplink_message.rx_metadata_3.time,uplink_message.rx_metadata_3.timestamp,uplink_message.rx_metadata_3.rssi,uplink_message.rx_metadata_3.channel_rssi,uplink_message.rx_metadata_3.snr,uplink_message.rx_metadata_3.location.latitude,uplink_message.rx_metadata_3.location.longitude,uplink_message.rx_metadata_3.location.altitude,uplink_message.rx_metadata_3.location.source,uplink_message.rx_metadata_3.uplink_token,uplink_message.rx_metadata_3.channel_index,uplink_message.rx_metadata_3.received_at,uplink_message.settings.data_rate.lora.bandwidth,uplink_message.settings.data_rate.lora.spreading_factor,uplink_message.settings.data_rate.lora.coding_rate,uplink_message.settings.frequency,uplink_message.settings.timestamp,uplink_message.settings.time,uplink_message.received_at,uplink_message.consumed_airtime,uplink_message.version_ids.brand_id,uplink_message.version_ids.model_id,uplink_message.version_ids.hardware_version,uplink_message.version_ids.firmware_version,uplink_message.version_ids.band_id,uplink_message.network_ids.net_id,uplink_message.network_ids.ns_id,uplink_message.network_ids.tenant_id,uplink_message.network_ids.cluster_id,uplink_message.network_ids.cluster_address,uplink_message.packet_error_rate,uplink_message.rx_metadata_4.gateway_ids.gateway_id,uplink_message.rx_metadata_4.gateway_ids.eui,uplink_message.rx_metadata_4.time,uplink_message.rx_metadata_4.timestamp,uplink_message.rx_metadata_4.rssi,uplink_message.rx_metadata_4.channel_rssi,uplink_message.rx_metadata_4.snr,uplink_message.rx_metadata_4.location.latitude,uplink_message.rx_metadata_4.location.longitude,uplink_message.rx_metadata_4.location.altitude,uplink_message.rx_metadata_4.location.source,uplink_message.rx_metadata_4.uplink_token,uplink_message.rx_metadata_4.channel_index,uplink_message.rx_metadata_4.received_at
11,0,11,0,11,243,243,11,2,12189,157,13,18,0,0,3,219,8,188,0,29,16,2,2,243,4269993545,-110,-110,1.75,38.3846865837538,-0.513212937943281,20,0,243,1,243,3,3,238,2257340128,-107,-107,4.5,38.385917659159134,-0.5170252919197084,20,0,238,1,238,3,3,211,4253467171,-79,-79,8.25,38.3833301416072,-0.512394097936542,8,0,211,1,211,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,4,4269993545,243,243,0,0,0,0,0,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,244,244,2,85,2209,2,3,123,0,0,0,0,0,0,0,0,0,1,1,244,2361355624,-86,-86,5.75,38.38418726539637,-0.5101910233497621,10,0,244,5,244,2,2,239,78853183,-97,-97,5.75,38.3846865837538,-0.513212937943281,20,0,239,5,239,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,1,2361355624,244,244,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,1,3,245,245,3,85,2484,2,3,123,0,0,0,0,0,0,0,0,0,1,1,245,2366778912,-93,-93,2.75,38.38418726539637,-0.5101910233497621,10,0,245,5,245,2,2,240,84276463,-99,-99,5.75,38.3846865837538,-0.513212937943281,20,0,240,5,240,3,3,212,67750308,-97,-97,-2.5,38.3833301416072,-0.512394097936542,8,0,212,5,212,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,1,2366778912,245,245,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,12,0,12,246,246,12,2,12265,158,12,227,0,0,0,0,9,29,0,0,16,2,2,246,151171190,-112,-112,-7.25,38.3846865837538,-0.513212937943281,20,0,246,0,246,4,4,241,134645163,-110,-110,1.5,38.3833301416072,-0.512394097936542,8,0,241,0,241,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,6,151171190,246,246,0,0,0,0,0,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,13,0,13,247,247,13,2,12191,159,13,40,0,0,7,139,7,255,1,17,16,2,2,247,152840975,-93,-93,8.75,38.3846865837538,-0.513212937943281,20,0,247,6,247,3,3,242,2435155089,-98,-98,7.25,38.385917659159134,-0.5170252919197084,20,0,242,6,242,3,3,213,136314948,-98,-98,7.5,38.3833301416072,-0.512394097936542,8,0,213,6,213,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,2,152840975,247,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,14,0,14,248,248,14,2,11329,160,13,14,0,0,6,102,9,157,0,130,16,2,2,248,158031145,-112,-112,-7.75,38.3846865837538,-0.513212937943281,20,0,248,4,248,3,3,243,2440345256,-109,-109,-3.75,38.385917659159134,-0.5170252919197084,20,0,243,4,243,4,4,214,1115287244,-86,-86,4.75,38.38473180809575,-0.5102983117103578,10,0,214,4,214,0,0,79,141505124,-102,-102,7.5,38.3833301416072,-0.512394097936542,8,0,79,4,79,125000,7,0,3,158031145,248,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,249,249,6,85,2216,2,3,123,0,0,0,0,0,0,0,0,0,0,0,249,2581313833,-113,-113,-0.75,38.385917659159134,-0.5170252919197084,20,0,249,7,249,0,0,244,2581502244,-95,-95,1.5,38.38418726539637,-0.5101910233497621,10,0,244,7,244,0,0,215,298999537,-99,-99,7.75,38.3846865837538,-0.513212937943281,20,0,215,7,215,0,0,80,282473788,-108,-108,5,38.3833301416072,-0.512394097936542,8,0,80,7,80,125000,7,0,7,2581313833,249,249,1,1,1,1,1,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,250,250,0,2,11328,161,13,63,0,0,0,0,0,0,0,0,16,2,2,250,429415849,-73,-73,7.5,38.3846865837538,-0.513212937943281,20,0,250,5,250,0,0,245,2711918716,-87,-87,5.75,38.38418726539637,-0.5101910233497621,10,0,245,5,245,3,3,216,412890356,-89,-89,7.5,38.3833301416072,-0.512394097936542,8,0,216,5,216,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,1,429415849,250,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,1,251,251,1,2,12189,162,13,18,0,0,9,134,9,71,2,8,16,0,0,251,2835591601,-114,-114,-4,38.385917659159134,-0.5170252919197084,20,0,251,7,251,2,2,246,553276973,-115,-115,-6,38.3846865837538,-0.513212937943281,20,0,246,7,246,5,5,217,2835779980,-98,-98,-4.25,38.38418726539637,-0.5101910233497621,10,0,217,7,217,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,7,2835591601,251,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,252,252,2,85,2210,2,3,123,0,0,0,0,0,0,0,0,0,1,1,252,2961733466,-87,-87,6.75,38.38418726539637,-0.5101910233497621,10,0,252,6,252,2,2,247,679230296,-98,-98,7.75,38.3846865837538,-0.513212937943281,20,0,247,6,247,3,3,218,662705292,-109,-109,3.25,38.3833301416072,-0.512394097936542,8,0,218,6,218,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,2,2961733466,252,252,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,1,3,253,253,3,85,2485,2,3,123,0,0,0,0,0,0,0,0,0,0,0,253,2966967312,-108,-108,-5.25,38.385917659159134,-0.5170252919197084,20,0,253,2,253,0,0,248,2967155682,-97,-97,0.5,38.38418726539637,-0.5101910233497621,10,0,248,2,248,0,0,219,684652512,-99,-99,6.5,38.3846865837538,-0.513212937943281,20,0,219,2,219,0,0,81,668127507,-105,-105,4.75,38.3833301416072,-0.512394097936542,8,0,81,2,81,125000,7,0,0,2966967312,253,253,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,4,0,4,254,254,4,2,12192,163,13,23,0,0,10,49,8,101,2,223,16,0,0,254,3067627257,-92,-92,8.5,38.385917659159134,-0.5170252919197084,20,0,254,6,254,2,2,249,785312328,-74,-74,8.5,38.3846865837538,-0.513212937943281,20,0,249,6,249,3,3,220,768787524,-81,-81,8.75,38.3833301416072,-0.512394097936542,8,0,220,6,220,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,2,3067627257,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,5,0,5,255,255,5,2,12263,164,13,9,0,0,2,241,8,153,0,7,16,2,2,255,858999024,-78,-78,10.25,38.3846865837538,-0.513212937943281,20,0,255,0,255,3,3,250,3141314048,-95,-95,9.5,38.385917659159134,-0.5170252919197084,20,0,250,0,250,3,3,221,842474363,-101,-101,7.75,38.3833301416072,-0.512394097936542,8,0,221,0,221,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,6,858999024,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,256,256,6,85,2217,2,3,123,0,0,0,0,0,0,0,0,0,2,2,256,899388120,-105,-105,4,38.3846865837538,-0.513212937943281,20,0,256,5,256,0,0,251,3181891547,-93,-93,2,38.38418726539637,-0.5101910233497621,10,0,251,5,251,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,1,899388120,256,256,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,7,0,7,257,257,7,2,12190,165,12,238,0,0,6,192,9,26,1,141,16,2,2,257,960316080,-103,-103,5,38.3846865837538,-0.513212937943281,20,0,257,4,257,1,1,252,1917572924,-97,-97,-6.5,38.38473180809575,-0.5102983117103578,10,0,252,4,252,2,2,222,3242631240,-107,-107,2.5,38.385917659159134,-0.5170252919197084,20,0,222,4,222,0,0,82,943791612,-91,-91,9.25,38.3833301416072,-0.512394097936542,8,0,82,4,82,125000,7,0,3,960316080,257,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,8,0,8,258,258,8,2,12264,166,13,28,0,0,6,249,8,196,0,156,16,0,0,258,3276359232,-91,-91,6.75,38.385917659159134,-0.5170252919197084,20,0,258,2,258,2,2,253,994044032,-72,-72,6.75,38.3846865837538,-0.513212937943281,20,0,253,2,253,3,3,223,977519627,-92,-92,7,38.3833301416072,-0.512394097936542,8,0,223,2,223,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,0,3276359232,258,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,9,0,9,259,259,9,2,12188,167,13,5,0,0,9,252,9,5,4,30,16,2,2,259,1019333464,-86,-86,9.75,38.3846865837538,-0.513212937943281,20,0,259,7,259,3,3,254,3301648697,-100,-100,7.25,38.385917659159134,-0.5170252919197084,20,0,254,7,254,3,3,224,1002809108,-91,-91,8.25,38.3833301416072,-0.512394097936542,8,0,224,7,224,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,7,1019333464,259,259,0,0,0,0,0,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,10,0,10,260,260,10,2,12265,168,13,8,0,0,0,0,9,18,0,0,16,2,2,260,1170431112,-109,-109,3.75,38.3846865837538,-0.513212937943281,20,0,260,1,260,3,3,255,3452746544,-102,-102,6.75,38.385917659159134,-0.5170252919197084,20,0,255,1,255,3,3,225,1153907051,-99,-99,8,38.3833301416072,-0.512394097936542,8,0,225,1,225,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,4,1170431112,260,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,11,0,11,261,261,11,2,12190,169,13,9,0,0,3,220,8,190,0,29,16,2,2,261,1174942008,-101,-101,7.5,38.3846865837538,-0.513212937943281,20,0,261,7,261,3,3,256,3457257449,-104,-104,4.5,38.385917659159134,-0.5170252919197084,20,0,256,7,256,3,3,226,1158417956,-81,-81,9,38.3833301416072,-0.512394097936542,8,0,226,7,226,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,7,1174942008,261,261,0,0,0,0,0,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,262,262,2,85,2211,2,3,123,0,0,0,0,0,0,0,0,0,2,2,262,1279615739,-100,-100,6.5,38.3846865837538,-0.513212937943281,20,0,262,2,262,0,0,257,3562119629,-90,-90,5,38.38418726539637,-0.5101910233497621,10,0,257,2,257,3,3,227,1263091883,-105,-105,5.75,38.3833301416072,-0.512394097936542,8,0,227,2,227,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,0,1279615739,262,262,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,1,3,263,263,3,85,2486,2,3,123,0,0,0,0,0,0,0,0,0,2,2,263,1285041059,-99,-99,7.75,38.3846865837538,-0.513212937943281,20,0,263,4,263,0,0,258,3567544949,-91,-91,3.25,38.38418726539637,-0.5101910233497621,10,0,258,4,258,3,3,228,1268517212,-108,-108,5.5,38.3833301416072,-0.512394097936542,8,0,228,4,228,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,3,1285041059,263,263,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,12,0,12,264,264,12,2,12266,170,13,31,0,0,0,0,9,25,0,0,16,2,2,264,1351111083,-113,-113,-5.25,38.3846865837538,-0.513212937943281,20,0,264,4,264,4,4,259,1334587364,-106,-106,5.5,38.3833301416072,-0.512394097936542,8,0,259,4,259,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,3,1351111083,264,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,13,0,13,265,265,13,2,12192,171,13,24,0,0,7,137,8,2,1,17,16,0,0,265,3635070600,-109,-109,1.75,38.385917659159134,-0.5170252919197084,20,0,265,2,265,2,2,260,1352754939,-98,-98,6.25,38.3846865837538,-0.513212937943281,20,0,260,2,260,3,3,229,1336231219,-104,-104,4.5,38.3833301416072,-0.512394097936542,8,0,229,2,229,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,0,3635070600,265,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,14,0,14,266,266,14,2,11330,172,13,27,0,0,6,102,9,157,0,130,16,3,3,266,2315221260,-91,-91,4.75,38.38473180809575,-0.5102983117103578,10,0,266,6,266,2,2,261,1357964056,-115,-115,-6.5,38.3846865837538,-0.513212937943281,20,0,261,6,261,3,3,230,1341440348,-99,-99,9,38.3833301416072,-0.512394097936542,8,0,230,6,230,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,2,2315221260,266,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,267,267,6,85,2218,2,3,123,0,0,0,0,0,0,0,0,0,2,2,267,1499753896,-99,-99,6.25,38.3846865837538,-0.513212937943281,20,0,267,2,267,0,0,262,3782258046,-96,-96,0.75,38.38418726539637,-0.5101910233497621,10,0,262,2,262,3,3,231,1483230459,-104,-104,4.5,38.3833301416072,-0.512394097936542,8,0,231,2,231,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,0,1499753896,267,267,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,268,268,0,2,11329,149,13,66,0,0,0,0,0,0,0,0,16,1,1,268,3911858415,-86,-86,5.5,38.38418726539637,-0.5101910233497621,10,0,268,5,268,1,1,263,2586611564,-97,-97,-5.25,38.38473180809575,-0.5102983117103578,10,0,263,5,263,2,2,232,3911670129,-108,-108,-4.75,38.385917659159134,-0.5170252919197084,20,0,232,5,232,4,4,83,1629354113,-72,-72,8,38.3846865837538,-0.513212937943281,20,0,83,5,83,125000,7,0,1,3911858415,268,268,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1612830924,-91,-91,7,38.3833301416072,-0.512394097936542,8,1,5,5,5
1,0,1,0,1,269,269,1,2,12190,173,13,25,0,0,9,133,9,72,2,8,16,0,0,269,4035529728,-116,-116,-2,38.385917659159134,-0.5170252919197084,20,0,269,0,269,0,0,264,4035717990,-98,-98,-4.25,38.38418726539637,-0.5101910233497621,10,0,264,0,264,3,3,233,1736690595,-111,-111,-0.5,38.3833301416072,-0.512394097936542,8,0,233,0,233,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,6,4035529728,269,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,270,270,2,85,2212,2,3,123,0,0,0,0,0,0,0,0,0,1,1,270,4162494794,-89,-89,6,38.38418726539637,-0.5101910233497621,10,0,270,1,270,2,2,265,1879990186,-99,-99,7.75,38.3846865837538,-0.513212937943281,20,0,265,1,265,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,4,4162494794,270,270,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,1,3,271,271,3,85,2487,2,3,123,0,0,0,0,0,0,0,0,0,0,0,271,4167748968,-113,-113,-2,38.385917659159134,-0.5170252919197084,20,0,271,1,271,2,2,266,1885432610,-99,-99,7.75,38.3846865837538,-0.513212937943281,20,0,266,1,266,3,3,234,1868909915,-105,-105,4.5,38.3833301416072,-0.512394097936542,8,0,234,1,234,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,4,4167748968,271,271,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,4,0,4,272,272,4,2,12193,174,13,12,0,0,10,50,8,103,2,223,16,2,2,272,1985245675,-77,-77,9.25,38.3846865837538,-0.513212937943281,20,0,272,7,272,3,3,267,4267562161,-92,-92,8.5,38.385917659159134,-0.5170252919197084,20,0,267,7,267,3,3,235,1968723164,-83,-83,8.75,38.3833301416072,-0.512394097936542,8,0,235,7,235,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,7,1985245675,272,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,5,0,5,273,273,5,2,12264,175,13,22,0,0,2,241,8,154,0,7,16,2,2,273,2058940930,-77,-77,7.25,38.3846865837538,-0.513212937943281,20,0,273,5,273,3,3,268,46290209,-93,-93,6.75,38.385917659159134,-0.5170252919197084,20,0,268,5,268,3,3,236,2042418564,-96,-96,2,38.3833301416072,-0.512394097936542,8,0,236,5,236,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,1,2058940930,273,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,6,1,6,274,274,6,85,2219,2,3,123,0,0,0,0,0,0,0,0,0,0,0,274,87488696,-109,-109,-6.75,38.385917659159134,-0.5170252919197084,20,0,274,4,274,2,2,269,2100139362,-104,-104,6,38.3846865837538,-0.513212937943281,20,0,269,4,269,5,5,237,87676934,-93,-93,2,38.38418726539637,-0.5101910233497621,10,0,237,4,237,0,0,84,2083617068,-108,-108,3.75,38.3833301416072,-0.512394097936542,8,0,84,4,84,125000,7,0,3,87488696,274,274,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,7,0,7,275,275,7,2,12191,176,13,20,0,0,6,192,9,28,1,141,16,2,2,275,2159579026,-109,-109,2.25,38.3846865837538,-0.513212937943281,20,0,275,6,275,3,3,270,146928441,-109,-109,3,38.385917659159134,-0.5170252919197084,20,0,270,6,270,3,3,238,2143056852,-92,-92,8.25,38.3833301416072,-0.512394097936542,8,0,238,6,238,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,2,2159579026,275,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,8,0,8,276,276,8,2,12265,177,13,21,0,0,6,245,8,196,0,156,16,0,0,276,181325928,-95,-95,9,38.385917659159134,-0.5170252919197084,20,0,276,4,276,2,2,271,2193976466,-68,-68,9.5,38.3846865837538,-0.513212937943281,20,0,271,4,271,3,3,239,2177454356,-91,-91,10.25,38.3833301416072,-0.512394097936542,8,0,239,4,239,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,3,181325928,276,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,9,0,9,277,277,9,2,12189,178,12,239,0,0,9,254,9,8,4,31,16,2,2,277,2219324802,-85,-85,9.5,38.3846865837538,-0.513212937943281,20,0,277,7,277,3,3,272,206674289,-97,-97,8.25,38.385917659159134,-0.5170252919197084,20,0,272,7,272,3,3,240,2202802732,-92,-92,7.75,38.3833301416072,-0.512394097936542,8,0,240,7,240,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,7,2219324802,277,277,0,0,0,0,0,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,10,0,10,278,278,10,2,12266,179,13,8,0,0,0,0,9,15,0,0,16,2,2,278,2370405962,-107,-107,5.25,38.3846865837538,-0.513212937943281,20,0,278,6,278,3,3,273,357755649,-102,-102,6,38.385917659159134,-0.5170252919197084,20,0,273,6,273,3,3,241,2353884180,-101,-101,7.75,38.3833301416072,-0.512394097936542,8,0,241,6,241,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,2,2370405962,278,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,11,0,11,279,279,11,2,12191,180,13,22,0,0,3,218,8,191,0,29,16,2,2,279,2374829586,-103,-103,6.5,38.3846865837538,-0.513212937943281,20,0,279,0,279,3,3,274,362179280,-109,-109,4.5,38.385917659159134,-0.5170252919197084,20,0,274,0,274,3,3,242,2358307819,-83,-83,9.25,38.3833301416072,-0.512394097936542,8,0,242,0,242,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,6,2374829586,279,279,0,0,0,0,0,0,0,0,0,0,0,0.04761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,1,2,280,280,2,85,2213,2,3,123,0,0,0,0,0,0,0,0,0,1,1,280,467914509,-89,-89,5.5,38.38418726539637,-0.5101910233497621,10,0,280,2,280,2,2,275,2480376492,-102,-102,5.25,38.3846865837538,-0.513212937943281,20,0,275,2,275,3,3,243,2463854915,-104,-104,4,38.3833301416072,-0.512394097936542,8,0,243,2,243,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,0,467914509,280,280,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,1,3,281,281,3,85,2488,2,3,123,0,0,0,0,0,0,0,0,0,2,2,281,2485804084,-98,-98,8,38.3846865837538,-0.513212937943281,20,0,281,7,281,0,0,276,473342109,-95,-95,3.75,38.38418726539637,-0.5101910233497621,10,0,276,7,276,2,2,244,473153913,-113,-113,-1.25,38.385917659159134,-0.5170252919197084,20,0,244,7,244,0,0,85,2469282524,-105,-105,5.75,38.3833301416072,-0.512394097936542,8,0,85,7,85,125000,7,0,7,2485804084,281,281,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,12,0,12,282,282,12,2,12267,181,13,33,0,0,0,0,9,24,0,0,16,2,2,282,2551051036,-108,-108,-5.25,38.3846865837538,-0.513212937943281,20,0,282,5,282,5,5,19,0,0,0,0,0,0,0,1,19,0,19,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,1,2551051036,282,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,13,0,13,283,283,13,2,12193,182,13,2,0,0,7,139,8,8,1,17,16,0,0,283,540018744,-92,-92,8,38.385917659159134,-0.5170252919197084,20,0,283,3,283,2,2,277,2552668820,-101,-101,7.75,38.3846865837538,-0.513212937943281,20,0,277,3,277,3,3,245,2536147387,-99,-99,8.25,38.3833301416072,-0.512394097936542,8,0,245,3,245,1,1,1,0,0,0,0,0,0,0,1,1,0,1,125000,7,0,5,540018744,283,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
